No.,Time,Source,Destination,Protocol,Protocol,Protocol,Protocol,,,time 1,time 2,delay,,delay 1,delay 2,jitter 
6244,176.06861,192.168.43.13,204.246.164.60,TCP,TCP,TCP,TCP,,,176.06861,176.06887,0.00027,,-0.20118,0.20144,0.40262
6245,176.06887,192.168.43.13,204.246.164.60,TCP,TCP,TCP,TCP,,,176.06887,176.27032,0.20144,,-0.28049,0.48193,0.76242
6246,176.27032,204.246.164.60,192.168.43.13,TCP,TCP,TCP,TCP,,,176.27032,176.75225,0.48193,,0.2396,0.24233,0.00274
6247,176.75225,192.168.43.13,204.246.164.89,TCP,TCP,TCP,TCP,,,176.75225,176.99458,0.24233,,-2.13059,2.37293,4.50352
6248,176.99458,204.246.164.89,192.168.43.13,TCP,TCP,TCP,TCP,,,176.99458,179.36751,2.37293,,1.9771,0.39582,-1.58128
6249,179.36751,192.168.43.13,195.201.75.160,TCP,TCP,TCP,TCP,,,179.36751,179.76334,0.39582,,-2.1696,2.56543,4.73503
6250,179.76334,195.201.75.160,192.168.43.13,TCP,TCP,TCP,TCP,,,179.76334,182.32876,2.56543,,2.35341,0.21202,-2.14139
6253,182.32876,192.168.43.13,104.26.11.25,TCP,TCP,TCP,TCP,,,182.32876,182.54078,0.21202,,-2.7095,2.92152,5.63103
6254,182.54078,104.26.11.25,192.168.43.13,TCP,TCP,TCP,TCP,,,182.54078,185.4623,2.92152,,2.70648,0.21504,-2.49144
6255,185.4623,192.168.43.13,52.74.13.196,TCP,TCP,TCP,TCP,,,185.4623,185.67734,0.21504,,-0.82221,1.03725,1.85946
6256,185.67734,52.74.13.196,192.168.43.13,TCP,TCP,TCP,TCP,,,185.67734,186.7146,1.03725,,0.84104,0.19621,-0.64484
6257,186.7146,192.168.43.13,104.26.5.103,TCP,TCP,TCP,TCP,,,186.7146,186.9108,0.19621,,0.15209,0.04412,-0.10796
6258,186.9108,104.26.5.103,192.168.43.13,TCP,TCP,TCP,TCP,,,186.9108,186.95493,0.04412,,-0.1308,0.17493,0.30573
6259,186.95493,192.168.43.13,104.118.171.21,TCP,TCP,TCP,TCP,,,186.95493,187.12985,0.17493,,-0.13315,0.30808,0.44123
6260,187.12985,104.118.171.21,192.168.43.13,TCP,TCP,TCP,TCP,,,187.12985,187.43793,0.30808,,0.30786,0.00021,-0.30765
6261,187.43793,159.127.41.172,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,187.43793,187.43814,0.00021,,0.00013,0.00008,-0.00005
6262,187.43814,159.127.41.172,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,187.43814,187.43822,0.00008,,-0.31614,0.31622,0.63237
6263,187.43822,192.168.43.13,159.127.41.172,TCP,TCP,TCP,TCP,,,187.43822,187.75445,0.31622,,0.31599,0.00023,-0.31576
6264,187.75445,172.217.194.156,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,187.75445,187.75468,0.00023,,0.00017,0.00006,-0.0001
6265,187.75468,172.217.194.156,192.168.43.13,TCP,TCP,TCP,TCP,,,187.75468,187.75474,0.00006,,-0.00012,0.00019,0.00031
6266,187.75474,192.168.43.13,172.217.194.156,TCP,TCP,TCP,TCP,,,187.75474,187.75493,0.00019,,-0.20118,0.20137,0.40256
6267,187.75493,192.168.43.13,172.217.194.156,TCP,TCP,TCP,TCP,,,187.75493,187.9563,0.20137,,-0.06361,0.26498,0.3286
6268,187.9563,172.217.194.156,192.168.43.13,TCP,TCP,TCP,TCP,,,187.9563,188.22129,0.26498,,0.26476,0.00022,-0.26454
6269,188.22129,107.160.33.185,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,188.22129,188.22151,0.00022,,0.00022,0,-0.00022
6270,188.22151,107.160.33.185,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,188.22151,188.22151,0,,-0.0001,0.0001,0.0002
6271,188.22151,107.160.33.185,192.168.43.13,TCP,TCP,TCP,TCP,,,188.22151,188.22161,0.0001,,-0.00008,0.00018,0.00026
6272,188.22161,192.168.43.13,107.160.33.185,TCP,TCP,TCP,TCP,,,188.22161,188.22179,0.00018,,-0.02365,0.02383,0.04749
6273,188.22179,192.168.43.13,107.160.33.185,TCP,TCP,TCP,TCP,,,188.22179,188.24562,0.02383,,0.02362,0.00021,-0.02341
6274,188.24562,159.127.41.172,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,188.24562,188.24583,0.00021,,0.00013,0.00008,-0.00005
6275,188.24583,159.127.41.172,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,188.24583,188.24591,0.00008,,-0.00012,0.00021,0.00033
6276,188.24591,192.168.43.13,159.127.41.172,TCP,TCP,TCP,TCP,,,188.24591,188.24612,0.00021,,-0.36614,0.36635,0.73249
6277,188.24612,192.168.43.13,159.127.41.172,TCP,TCP,TCP,TCP,,,188.24612,188.61246,0.36635,,0.33028,0.03607,-0.29422
6278,188.61246,107.160.33.185,192.168.43.13,TCP,TCP,TCP,TCP,,,188.61246,188.64853,0.03607,,-0.03534,0.0714,0.10674
6279,188.64853,159.127.41.172,192.168.43.13,TCP,TCP,TCP,TCP,,,188.64853,188.71993,0.0714,,-0.11919,0.19059,0.30978
6280,188.71993,192.168.43.13,104.118.107.82,TCP,TCP,TCP,TCP,,,188.71993,188.91052,0.19059,,0.17808,0.01251,-0.16558
6281,188.91052,104.118.107.82,192.168.43.13,TCP,TCP,TCP,TCP,,,188.91052,188.92303,0.01251,,-0.18908,0.20159,0.39067
6282,188.92303,192.168.43.13,204.246.164.128,TCP,TCP,TCP,TCP,,,188.92303,189.12462,0.20159,,0.19618,0.00541,-0.19077
6283,189.12462,204.246.164.128,192.168.43.13,TCP,TCP,TCP,TCP,,,189.12462,189.13003,0.00541,,-0.13028,0.13569,0.26596
6284,189.13003,192.168.43.13,104.118.154.121,TCP,TCP,TCP,TCP,,,189.13003,189.26572,0.13569,,0.11556,0.02013,-0.09542
6285,189.26572,192.168.43.13,104.16.14.243,TCP,TCP,TCP,TCP,,,189.26572,189.28585,0.02013,,-0.02451,0.04464,0.06915
6286,189.28585,104.118.154.121,192.168.43.13,TCP,TCP,TCP,TCP,,,189.28585,189.33049,0.04464,,-0.05924,0.10388,0.16312
6287,189.33049,192.168.43.13,104.16.14.243,TCP,TCP,TCP,TCP,,,189.33049,189.43437,0.10388,,0.08404,0.01984,-0.06419
6288,189.43437,104.16.14.243,192.168.43.13,TCP,TCP,TCP,TCP,,,189.43437,189.45422,0.01984,,0.01964,0.0002,-0.01944
6289,189.45422,5.178.65.253,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,189.45422,189.45442,0.0002,,0.00012,0.00008,-0.00004
6290,189.45442,5.178.65.253,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,189.45442,189.4545,0.00008,,-0.05234,0.05242,0.10476
6291,189.4545,192.168.43.13,5.178.65.253,TCP,TCP,TCP,TCP,,,189.4545,189.50692,0.05242,,-0.20782,0.26024,0.46806
6292,189.50692,104.16.14.243,192.168.43.13,TCP,TCP,TCP,TCP,,,189.50692,189.76716,0.26024,,0.23448,0.02575,-0.20873
6293,189.76716,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,189.76716,189.79291,0.02575,,0.0253,0.00045,-0.02485
6294,189.79291,5.178.65.253,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,189.79291,189.79336,0.00045,,0.00033,0.00012,-0.00021
6295,189.79336,5.178.65.253,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,189.79336,189.79348,0.00012,,0.00004,0.00008,0.00003
6296,189.79348,192.168.43.13,5.178.65.253,TCP,TCP,TCP,TCP,,,189.79348,189.79356,0.00008,,-0.00007,0.00014,0.00021
6297,189.79356,192.168.43.13,5.178.65.253,TCP,TCP,TCP,TCP,,,189.79356,189.7937,0.00014,,-0.04151,0.04166,0.08317
6298,189.7937,192.168.43.13,5.178.65.253,TCP,TCP,TCP,TCP,,,189.7937,189.83536,0.04166,,0.04147,0.00019,-0.04128
6299,189.83536,107.160.33.186,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,189.83536,189.83555,0.00019,,0.00019,0,-0.00019
6300,189.83555,107.160.33.186,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,189.83555,189.83555,0,,-0.00009,0.00009,0.00018
6301,189.83555,107.160.33.186,192.168.43.13,TCP,TCP,TCP,TCP,,,189.83555,189.83563,0.00009,,-0.00026,0.00035,0.0006
6302,189.83563,192.168.43.13,107.160.33.186,TCP,TCP,TCP,TCP,,,189.83563,189.83598,0.00035,,-0.03394,0.03429,0.06823
6303,189.83598,192.168.43.13,107.160.33.186,TCP,TCP,TCP,TCP,,,189.83598,189.87027,0.03429,,-0.02653,0.06082,0.08735
6304,189.87027,192.168.43.13,104.118.154.121,TCP,TCP,TCP,TCP,,,189.87027,189.93109,0.06082,,-0.07207,0.13288,0.20495
6305,189.93109,192.168.43.13,18.138.62.224,TCP,TCP,TCP,TCP,,,189.93109,190.06397,0.13288,,0.06286,0.07002,0.00716
6306,190.06397,104.118.154.121,192.168.43.13,TCP,TCP,TCP,TCP,,,190.06397,190.13399,0.07002,,0.0061,0.06392,0.05782
6307,190.13399,18.138.62.224,192.168.43.13,TCP,TCP,TCP,TCP,,,190.13399,190.19791,0.06392,,0.06372,0.0002,-0.06352
6308,190.19791,107.160.33.186,192.168.43.13,TCP,TCP,TCP,TCP,,,190.19791,190.19811,0.0002,,-0.01404,0.01424,0.02828
6309,190.19811,88.208.8.86,192.168.43.13,TCP,TCP,TCP,TCP,,,190.19811,190.21235,0.01424,,-0.27489,0.28913,0.56403
6310,190.21235,5.178.65.253,192.168.43.13,TCP,TCP,TCP,TCP,,,190.21235,190.50148,0.28913,,0.09937,0.18977,0.0904
6311,190.50148,192.168.43.13,104.118.107.155,TCP,TCP,TCP,TCP,,,190.50148,190.69125,0.18977,,0.01836,0.17141,0.15305
6312,190.69125,104.118.107.155,192.168.43.13,TCP,TCP,TCP,TCP,,,190.69125,190.86265,0.17141,,0.00103,0.17038,0.16935
6313,190.86265,192.168.43.13,103.231.98.193,TCP,TCP,TCP,TCP,,,190.86265,191.03303,0.17038,,0.17027,0.00011,-0.17016
6314,191.03303,204.246.164.89,192.168.43.13,TCP,TCP,TCP,TCP,,,191.03303,191.03314,0.00011,,-0.00005,0.00015,0.0002
6315,191.03314,192.168.43.13,204.246.164.89,TCP,TCP,TCP,TCP,,,191.03314,191.03329,0.00015,,0.00015,0,-0.00015
6316,191.03329,204.246.164.89,192.168.43.13,TCP,TCP,TCP,TCP,,,191.03329,191.03329,0,,-0.00016,0.00016,0.00032
6317,191.03329,204.246.164.89,192.168.43.13,TCP,TCP,TCP,TCP,,,191.03329,191.03345,0.00016,,-0.00015,0.00031,0.00047
6318,191.03345,192.168.43.13,204.246.164.89,TCP,TCP,TCP,TCP,,,191.03345,191.03377,0.00031,,-0.01905,0.01936,0.03841
6319,191.03377,192.168.43.13,204.246.164.89,TCP,TCP,TCP,TCP,,,191.03377,191.05313,0.01936,,0.01881,0.00055,-0.01826
6320,191.05313,103.231.98.193,192.168.43.13,TCP,TCP,TCP,TCP,,,191.05313,191.05368,0.00055,,-0.1776,0.17815,0.35576
6321,191.05368,192.168.43.13,35.244.167.129,TCP,TCP,TCP,TCP,,,191.05368,191.23183,0.17815,,0.1464,0.03176,-0.11464
6322,191.23183,204.246.164.89,192.168.43.13,TCP,TCP,TCP,TCP,,,191.23183,191.26359,0.03176,,-0.08808,0.11984,0.20792
6323,191.26359,35.244.167.129,192.168.43.13,TCP,TCP,TCP,TCP,,,191.26359,191.38342,0.11984,,0.1116,0.00824,-0.10336
6324,191.38342,192.168.43.13,204.246.164.113,TCP,TCP,TCP,TCP,,,191.38342,191.39166,0.00824,,-0.00511,0.01335,0.01846
6325,191.39166,192.168.43.13,74.125.200.94,TCP,TCP,TCP,TCP,,,191.39166,191.40501,0.01335,,-0.14477,0.15812,0.30289
6326,191.40501,192.168.43.13,185.184.8.30,TCP,TCP,TCP,TCP,,,191.40501,191.56313,0.15812,,0.1384,0.01972,-0.11868
6327,191.56313,192.168.43.13,74.125.200.94,TCP,TCP,TCP,TCP,,,191.56313,191.58285,0.01972,,0.01542,0.0043,-0.01111
6328,191.58285,74.125.200.94,192.168.43.13,TCP,TCP,TCP,TCP,,,191.58285,191.58716,0.0043,,-0.15089,0.1552,0.30609
6329,191.58716,204.246.164.113,192.168.43.13,TCP,TCP,TCP,TCP,,,191.58716,191.74235,0.1552,,0.13877,0.01642,-0.12235
6330,191.74235,185.184.8.30,192.168.43.13,TCP,TCP,TCP,TCP,,,191.74235,191.75877,0.01642,,-0.14027,0.1567,0.29697
6331,191.75877,74.125.200.94,192.168.43.13,TCP,TCP,TCP,TCP,,,191.75877,191.91547,0.1567,,0.15647,0.00023,-0.15624
6332,191.91547,117.121.250.248,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,191.91547,191.91569,0.00023,,0.00016,0.00007,-0.00008
6333,191.91569,117.121.250.248,192.168.43.13,TLSv1.2,TLSv1.3,TLSv1.4,TLSv1.5,,,191.91569,191.91577,0.00007,,-0.00026,0.00033,0.00058
6334,191.91577,192.168.43.13,117.121.250.248,TCP,TCP,TCP,TCP,,,191.91577,191.91609,0.00033,,-0.12459,0.12492,0.24952
6335,191.91609,192.168.43.13,117.121.250.248,TCP,TCP,TCP,TCP,,,191.91609,192.04102,0.12492,,0.12492,0,-0.12492
6336,192.04102,192.168.43.13,31.172.81.190,TCP,TCP,TCP,TCP,,,192.04102,192.04102,0,,-0.06886,0.06886,0.13772
6337,192.04102,192.168.43.13,104.19.132.78,TCP,TCP,TCP,TCP,,,192.04102,192.10987,0.06886,,0.06872,0.00014,-0.06858
6338,192.10987,117.121.250.248,192.168.43.13,TCP,TCP,TCP,TCP,,,192.10987,192.11001,0.00014,,0.00001,0.00013,0.00012
6339,192.11001,192.168.43.13,117.121.250.248,TCP,TCP,TCP,TCP,,,192.11001,192.11014,0.00013,,-0.10027,0.10039,0.20066
6340,192.11014,117.121.250.248,192.168.43.13,TCP,TCP,TCP,TCP,,,192.11014,192.21054,0.10039,,-0.06352,0.16392,0.22744
6341,192.21054,104.19.132.78,192.168.43.13,TCP,TCP,TCP,TCP,,,192.21054,192.37445,0.16392,,-0.10344,0.26735,0.37079
6342,192.37445,31.172.81.190,192.168.43.13,TCP,TCP,TCP,TCP,,,192.37445,192.6418,0.26735,,0.04117,0.22618,0.18501
6344,192.6418,192.168.43.13,74.125.24.132,TCP,TCP,TCP,TCP,,,192.6418,192.86799,0.22618,,0.18914,0.03704,-0.15211
6347,192.86799,74.125.24.132,192.168.43.13,TCP,TCP,TCP,TCP,,,192.86799,192.90502,0.03704,,-0.16571,0.20274,0.36845
6348,192.90502,192.168.43.13,204.246.164.92,TCP,TCP,TCP,TCP,,,192.90502,193.10776,0.20274,,-0.58056,0.7833,1.36386
6349,193.10776,204.246.164.92,192.168.43.13,TCP,TCP,TCP,TCP,,,193.10776,193.89106,0.7833,,0.7833,0,-0.7833
6351,193.89106,192.168.43.13,104.118.108.37,TCP,TCP,TCP,TCP,,,193.89106,193.89106,0,,-0.18915,0.18915,0.3783
6352,193.89106,192.168.43.13,104.118.107.155,TCP,TCP,TCP,TCP,,,193.89106,194.08021,0.18915,,0.189,0.00015,-0.18886
6353,194.08021,104.118.108.37,192.168.43.13,TCP,TCP,TCP,TCP,,,194.08021,194.08036,0.00015,,-0.72429,0.72444,1.44873
6354,194.08036,104.118.107.155,192.168.43.13,TCP,TCP,TCP,TCP,,,194.08036,194.8048,0.72444,,0.69519,0.02925,-0.66593
6356,194.8048,192.168.43.13,172.217.194.132,TCP,TCP,TCP,TCP,,,194.8048,194.83405,0.02925,,0.02915,0.00011,-0.02904
6357,194.83405,195.201.75.160,192.168.43.13,TCP,TCP,TCP,TCP,,,194.83405,194.83416,0.00011,,-0.17985,0.17996,0.35981
6358,194.83416,192.168.43.13,195.201.75.160,TCP,TCP,TCP,TCP,,,194.83416,195.01411,0.17996,,-0.01532,0.19528,0.2106
6359,195.01411,172.217.194.132,192.168.43.13,TCP,TCP,TCP,TCP,,,195.01411,195.20939,0.19528,,0.14198,0.0533,-0.08868
6360,195.20939,192.168.43.13,104.118.146.94,TCP,TCP,TCP,TCP,,,195.20939,195.26269,0.0533,,-0.0616,0.1149,0.17649
6361,195.26269,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,195.26269,195.37759,0.1149,,-0.20219,0.31708,0.51927
6362,195.37759,104.118.146.94,192.168.43.13,TCP,TCP,TCP,TCP,,,195.37759,195.69468,0.31708,,-0.0199,0.33698,0.35689
6364,195.69468,88.208.8.86,192.168.43.13,TCP,TCP,TCP,TCP,,,195.69468,196.03166,0.33698,,-0.18974,0.52673,0.71647
6365,196.03166,192.168.43.13,107.23.24.158,TCP,TCP,TCP,TCP,,,196.03166,196.55839,0.52673,,-0.06808,0.59481,0.66289
6366,196.55839,107.23.24.158,192.168.43.13,TCP,TCP,TCP,TCP,,,196.55839,197.1532,0.59481,,0.59185,0.00296,-0.58888
6367,197.1532,192.168.43.13,172.217.194.188,TCP,TCP,TCP,TCP,,,197.1532,197.15616,0.00296,,-0.12293,0.1259,0.24883
6368,197.15616,192.168.43.13,34.98.64.218,TCP,TCP,TCP,TCP,,,197.15616,197.28206,0.1259,,0.05402,0.07187,0.01785
6369,197.28206,192.168.43.13,88.208.8.86,TCP,TCP,TCP,TCP,,,197.28206,197.35393,0.07187,,0.06177,0.0101,-0.05166
6370,197.35393,172.217.194.188,192.168.43.13,TCP,TCP,TCP,TCP,,,197.35393,197.36403,0.0101,,-0.03212,0.04222,0.07434
6371,197.36403,34.98.64.218,192.168.43.13,TCP,TCP,TCP,TCP,,,197.36403,197.40626,0.04222,,-0.22814,0.27036,0.4985
6372,197.40626,192.168.43.13,31.172.81.190,TCP,TCP,TCP,TCP,,,197.40626,197.67662,0.27036,,0.2251,0.04526,-0.17984
6373,197.67662,192.168.43.13,208.100.17.190,TCP,TCP,TCP,TCP,,,197.67662,197.72188,0.04526,,-0.08652,0.13178,0.21831
6374,197.72188,88.208.8.86,192.168.43.13,TCP,TCP,TCP,TCP,,,197.72188,197.85366,0.13178,,-0.08188,0.21366,0.29555
6375,197.85366,31.172.81.190,192.168.43.13,TCP,TCP,TCP,TCP,,,197.85366,198.06733,0.21366,,0.20321,0.01046,-0.19275
6376,198.06733,192.168.43.13,208.100.17.187,TCP,TCP,TCP,TCP,,,198.06733,198.07779,0.01046,,-0.26117,0.27162,0.53279
6377,198.07779,208.100.17.190,192.168.43.13,TCP,TCP,TCP,TCP,,,198.07779,198.34941,0.27162,,0.18271,0.08891,-0.09379
6378,198.34941,192.168.43.13,204.246.164.58,TCP,TCP,TCP,TCP,,,198.34941,198.43832,0.08891,,0.01178,0.07713,0.06536
6379,198.43832,208.100.17.187,192.168.43.13,TCP,TCP,TCP,TCP,,,198.43832,198.51546,0.07713,,0.05488,0.02226,-0.03262
6380,198.51546,204.246.164.58,192.168.43.13,TCP,TCP,TCP,TCP,,,198.51546,198.53772,0.02226,,-0.44426,0.46652,0.91078
6381,198.53772,192.168.43.13,208.100.17.177,TCP,TCP,TCP,TCP,,,198.53772,199.00423,0.46652,,0.4644,0.00211,-0.46229
6382,199.00423,208.100.17.177,192.168.43.13,TCP,TCP,TCP,TCP,,,199.00423,199.00635,0.00211,,-0.1559,0.15801,0.31392
6383,199.00635,192.168.43.13,104.118.155.110,TCP,TCP,TCP,TCP,,,199.00635,199.16436,0.15801,,-2.22348,2.38149,4.60497
6384,199.16436,104.118.155.110,192.168.43.13,TCP,TCP,TCP,TCP,,,199.16436,201.54585,2.38149,,2.37851,0.00298,-2.37552
6385,201.54585,192.168.43.13,104.18.12.5,TCP,TCP,TCP,TCP,,,201.54585,201.54884,0.00298,,-0.15744,0.16042,0.31786
6386,201.54884,192.168.43.13,104.118.155.110,TCP,TCP,TCP,TCP,,,201.54884,201.70926,0.16042,,0.16027,0.00015,-0.16012
6387,201.70926,104.18.12.5,192.168.43.13,TCP,TCP,TCP,TCP,,,201.70926,201.70941,0.00015,,-0.0754,0.07556,0.15096
6388,201.70941,104.118.155.110,192.168.43.13,TCP,TCP,TCP,TCP,,,201.70941,201.78497,0.07556,,0.07542,0.00013,-0.07529
6389,201.78497,192.168.43.13,69.173.159.45,TCP,TCP,TCP,TCP,,,201.78497,201.7851,0.00013,,-0.23942,0.23956,0.47898
6390,201.7851,192.168.43.13,69.173.159.45,TCP,TCP,TCP,TCP,,,201.7851,202.02466,0.23956,,0.23941,0.00014,-0.23927
6391,202.02466,69.173.159.45,192.168.43.13,TCP,TCP,TCP,TCP,,,202.02466,202.0248,0.00014,,-0.33157,0.33172,0.66329
6392,202.0248,69.173.159.45,192.168.43.13,TCP,TCP,TCP,TCP,,,202.0248,202.35652,0.33172,,-0.05229,0.38401,0.43629
6393,202.35652,192.168.43.13,64.38.119.27,TCP,TCP,TCP,TCP,,,202.35652,202.74053,0.38401,,0.03481,0.3492,0.31439
6394,202.74053,64.38.119.27,192.168.43.13,TCP,TCP,TCP,TCP,,,202.74053,203.08972,0.3492,,0.15056,0.19864,0.04808
6395,203.08972,192.168.43.13,74.118.186.210,TCP,TCP,TCP,TCP,,,203.08972,203.28836,0.19864,,0.03363,0.16501,0.13138
6396,203.28836,74.118.186.210,192.168.43.13,TCP,TCP,TCP,TCP,,,203.28836,203.45338,0.16501,,0.03489,0.13012,0.09523
6397,203.45338,192.168.43.13,104.118.160.23,TCP,TCP,TCP,TCP,,,203.45338,203.58349,0.13012,,0.09181,0.03831,-0.0535
6398,203.58349,192.168.43.13,103.231.98.194,TCP,TCP,TCP,TCP,,,203.58349,203.6218,0.03831,,0.02851,0.0098,-0.0187
6399,203.6218,192.168.43.13,104.118.107.155,TCP,TCP,TCP,TCP,,,203.6218,203.63161,0.0098,,-0.14596,0.15576,0.30172
6400,203.63161,104.118.160.23,192.168.43.13,TCP,TCP,TCP,TCP,,,203.63161,203.78737,0.15576,,0.14009,0.01567,-0.12442
6401,203.78737,103.231.98.194,192.168.43.13,TCP,TCP,TCP,TCP,,,203.78737,203.80304,0.01567,,-0.39215,0.40782,0.79997
6402,203.80304,104.118.107.155,192.168.43.13,TCP,TCP,TCP,TCP,,,203.80304,204.21086,0.40782,,0.33247,0.07534,-0.25713
6403,204.21086,192.168.43.13,103.231.98.196,TCP,TCP,TCP,TCP,,,204.21086,204.2862,0.07534,,-0.06574,0.14109,0.20683
6404,204.2862,192.168.43.13,151.101.9.108,TCP,TCP,TCP,TCP,,,204.2862,204.42729,0.14109,,0.10302,0.03807,-0.06495
6405,204.42729,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,204.42729,204.46536,0.03807,,0.01678,0.02129,0.00451
6406,204.46536,103.231.98.196,192.168.43.13,TCP,TCP,TCP,TCP,,,204.46536,204.48664,0.02129,,-0.12148,0.14276,0.26424
6407,204.48664,151.101.9.108,192.168.43.13,TCP,TCP,TCP,TCP,,,204.48664,204.62941,0.14276,,0.0847,0.05807,-0.02663
6408,204.62941,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,204.62941,204.68748,0.05807,,-0.05399,0.11205,0.16604
6409,204.68748,192.168.43.13,74.118.186.210,TCP,TCP,TCP,TCP,,,204.68748,204.79953,0.11205,,0.05858,0.05347,-0.00511
6410,204.79953,192.168.43.13,69.173.159.45,TCP,TCP,TCP,TCP,,,204.79953,204.85301,0.05347,,0.01663,0.03684,0.02021
6411,204.85301,192.168.43.13,104.118.107.82,TCP,TCP,TCP,TCP,,,204.85301,204.88985,0.03684,,-0.11904,0.15588,0.27491
6412,204.88985,74.118.186.210,192.168.43.13,TCP,TCP,TCP,TCP,,,204.88985,205.04572,0.15588,,0.14461,0.01126,-0.13335
6413,205.04572,104.118.107.82,192.168.43.13,TCP,TCP,TCP,TCP,,,205.04572,205.05699,0.01126,,-0.14475,0.15601,0.30076
6414,205.05699,69.173.159.45,192.168.43.13,TCP,TCP,TCP,TCP,,,205.05699,205.213,0.15601,,0.04076,0.11525,0.0745
6415,205.213,192.168.43.13,104.18.101.194,TCP,TCP,TCP,TCP,,,205.213,205.32825,0.11525,,0.05135,0.06391,0.01256
6416,205.32825,192.168.43.13,151.101.9.253,TCP,TCP,TCP,TCP,,,205.32825,205.39216,0.06391,,-0.05828,0.12219,0.18047
6417,205.39216,104.18.101.194,192.168.43.13,TCP,TCP,TCP,TCP,,,205.39216,205.51435,0.12219,,-0.12053,0.24271,0.36324
6418,205.51435,151.101.9.253,192.168.43.13,TCP,TCP,TCP,TCP,,,205.51435,205.75706,0.24271,,0.13903,0.10369,-0.03534
6419,205.75706,192.168.43.13,103.231.98.191,TCP,TCP,TCP,TCP,,,205.75706,205.86075,0.10369,,0.09472,0.00897,-0.08576
6420,205.86075,192.168.43.13,104.118.107.82,TCP,TCP,TCP,TCP,,,205.86075,205.86971,0.00897,,-0.02547,0.03444,0.05991
6421,205.86971,192.168.43.13,104.118.107.155,TCP,TCP,TCP,TCP,,,205.86971,205.90415,0.03444,,-0.01314,0.04758,0.06071
6422,205.90415,192.168.43.13,104.118.110.100,TCP,TCP,TCP,TCP,,,205.90415,205.95172,0.04758,,-0.04991,0.09749,0.1474
6423,205.95172,103.231.98.191,192.168.43.13,TCP,TCP,TCP,TCP,,,205.95172,206.04921,0.09749,,0.09544,0.00205,-0.09339
6424,206.04921,104.118.107.82,192.168.43.13,TCP,TCP,TCP,TCP,,,206.04921,206.05126,0.00205,,-0.0283,0.03035,0.05866
6425,206.05126,104.118.107.155,192.168.43.13,TCP,TCP,TCP,TCP,,,206.05126,206.08161,0.03035,,0.01809,0.01226,-0.00583
6426,206.08161,104.118.110.100,192.168.43.13,TCP,TCP,TCP,TCP,,,206.08161,206.09387,0.01226,,-0.15579,0.16805,0.32385
6427,206.09387,192.168.43.13,104.118.110.100,TCP,TCP,TCP,TCP,,,206.09387,206.26193,0.16805,,0.07037,0.09768,0.02731
6428,206.26193,104.118.110.100,192.168.43.13,TCP,TCP,TCP,TCP,,,206.26193,206.35961,0.09768,,-0.11163,0.20932,0.32095
6429,206.35961,192.168.43.13,92.223.95.95,TCP,TCP,TCP,TCP,,,206.35961,206.56892,0.20932,,-0.37075,0.58006,0.95081
6430,206.56892,92.223.95.95,192.168.43.13,TCP,TCP,TCP,TCP,,,206.56892,207.14899,0.58006,,0.43884,0.14122,-0.29762
6431,207.14899,192.168.43.13,204.246.164.73,TCP,TCP,TCP,TCP,,,207.14899,207.29021,0.14122,,0.08837,0.05286,-0.03551
6432,207.29021,192.168.43.13,151.101.10.49,TCP,TCP,TCP,TCP,,,207.29021,207.34307,0.05286,,-0.09858,0.15144,0.25002
6433,207.34307,204.246.164.73,192.168.43.13,TCP,TCP,TCP,TCP,,,207.34307,207.49451,0.15144,,0.01846,0.13298,0.11451
6434,207.49451,151.101.10.49,192.168.43.13,TCP,TCP,TCP,TCP,,,207.49451,207.62748,0.13298,,0.13298,0,-0.13298
6435,207.62748,192.168.43.13,172.67.74.85,TCP,TCP,TCP,TCP,,,207.62748,207.62748,0,,-0.19672,0.19672,0.39343
6436,207.62748,192.168.43.13,104.31.86.10,TCP,TCP,TCP,TCP,,,207.62748,207.8242,0.19672,,0.19657,0.00015,-0.19642
